year,date,location,in_Cameron,did_win,team,opp,result,pts,pos,to,to_percent,fgm,fga,fg_percent,ftm,fta,ft_percent,pf,biggest_lead,biggest_run,game_id,type,conf,opp_conf,avg_marg,opp_avg_marg,adj_o,adj_d,off_ppp,off_efg,off_to,off_or,off_ftr,def_ppp,def_efg,def_to,def_or,def_ftr,game_score,season,tempo,coach,opp_coach
2021,1/5/2021,A,0,1,North Carolina,Miami FL,"W, 67-65",67,76,20,0.263157895,21,61,0.344262295,16,22,0.727272727,23,6,8,North CarolinaMiami FL1-5,conf,ACC,ACC,-0.985,0.629562,89.7,85.1,87.6,41.8,26.2,34.1,36.1,85,37.3,18.3,27.9,34.9,64.8,2021,76.4,Roy Williams,Jim Larranaga
2021,1/3/2021,A,0,0,Wake Forest,Georgia Tech,"L, 70-54",54,69,18,0.260869565,22,53,0.41509434,7,11,0.636363636,10,2,5,Wake ForestGeorgia Tech1-3,conf,ACC,ACC,-13.7043,0.894696,80.6,92,77.8,44.3,25.9,17.6,20.8,100.8,59.8,20.2,10.7,27.5,18,2021,69.4,Steve Forbes,Josh Pastner
2021,1/2/2021,A,0,1,Louisville,Boston College,"W, 76-64",76,70,14,0.2,26,60,0.433333333,16,19,0.842105263,26,17,10,LouisvilleBoston College1-2,conf,ACC,ACC,6.86314,0.567923,107.4,88.8,107.6,50,19.8,34.3,31.7,90.6,41.2,18.4,18.4,54.9,89.8,2021,70.7,Chris Mack,Jim Christian
2021,1/2/2021,A,0,1,Clemson,Miami FL,"W, 66-65",66,65,12,0.184615385,26,59,0.440677966,5,7,0.714285714,19,12,5,ClemsonMiami FL1-2,conf,ACC,ACC,2.30708,0.629562,105.7,97.1,100.9,51.7,18.3,23.5,11.9,99.3,54.1,24.5,31,36.7,72.6,2021,65.4,Brad Brownell,Jim Larranaga
2021,1/2/2021,A,0,0,Notre Dame,North Carolina,"L, 66-65",65,63,10,0.158730159,26,55,0.472727273,2,6,0.333333333,11,7,9,Notre DameNorth Carolina1-2,conf,ACC,ACC,1.63917,0.884553,114.1,95.2,102,57.3,15.7,10,10.9,103.5,40.6,14.1,48.9,20.3,89,2021,63.8,Mike Brey,Roy Williams
2021,12/30/2020,A,0,1,Virginia,Notre Dame,"W, 66-57",66,59,5,0.084745763,27,58,0.465517241,4,8,0.5,15,11,7,VirginiaNotre Dame12-30,conf,ACC,ACC,5.07679,0.776357,110.3,86.1,111.1,53.4,8.4,20,13.8,96,45.6,11.8,9.7,46.7,94.6,2021,59.4,Tony Bennett,Mike Brey
2021,12/30/2020,A,0,0,North Carolina,Georgia Tech,"L, 72-67",67,70,18,0.257142857,25,56,0.446428571,9,14,0.642857143,19,11,8,North CarolinaGeorgia Tech12-30,conf,ACC,ACC,3.42125,0.894696,105.7,88.6,95.5,51.8,25.7,30.3,25,102.7,62.7,18.5,6.9,31.4,88.3,2021,70.1,Roy Williams,Josh Pastner
2021,12/30/2020,A,0,0,Boston College,North Carolina St.,"L, 79-76",76,70,17,0.242857143,27,57,0.473684211,12,16,0.75,24,2,7,Boston CollegeNorth Carolina St.12-30,conf,ACC,ACC,-6.36083,0.85784,112.1,105.1,107.8,56.1,24.1,39.4,28.1,112.1,56.5,22.7,33.3,48.1,67.9,2021,70.5,Jim Christian,Kevin Keatts
2021,12/29/2020,A,0,0,Miami FL,Virginia Tech,"L, 80-78",78,74,19,0.256756757,30,56,0.535714286,8,10,0.8,19,4,8,Miami FLVirginia Tech12-29,conf,ACC,ACC,-5.78917,0.862998,110.1,101.4,104.2,62.5,25.4,20,17.9,106.9,54,14.7,21.6,33.9,72.1,2021,74.9,Jim Larranaga,Mike Young
2021,12/29/2020,A,0,0,Florida St.,Clemson,"L, 77-67",67,73,17,0.232876712,26,62,0.419354839,6,9,0.666666667,24,9,6,Florida St.Clemson12-29,conf,ACC,ACC,-0.296988,0.86766,106.7,96.8,91.2,49.2,23.1,21.1,14.5,104.8,42.1,16.3,41.3,52.4,75.4,2021,73.5,Leonard Hamilton,Brad Brownell
2021,12/22/2020,A,0,0,North Carolina,North Carolina St.,"L, 79-76",76,76,18,0.236842105,31,70,0.442857143,12,17,0.705882353,19,2,11,North CarolinaNorth Carolina St.12-22,conf,ACC,ACC,-6.71333,0.85784,102.7,96.6,99,45.7,23.4,45,24.3,102.9,53.1,18.2,30.8,31.2,66.8,2021,76.8,Roy Williams,Kevin Keatts
2021,12/22/2020,A,0,1,Louisville,Pittsburgh,"W, 64-54",64,64,17,0.265625,24,51,0.470588235,12,21,0.571428571,18,15,11,LouisvillePittsburgh12-22,conf,ACC,ACC,5.66881,0.737569,102.4,79.5,100,51,26.6,45.5,41.2,84.4,44.2,18.8,21.1,36.5,94.8,2021,64,Chris Mack,Jeff Capel
2021,12/16/2020,A,0,1,Pittsburgh,Miami FL,"W, 70-55",70,72,16,0.222222222,26,54,0.481481481,11,16,0.6875,23,18,11,PittsburghMiami FL12-16,conf,ACC,ACC,5.37209,0.629562,98,77.7,97,54.6,22.2,23.3,29.6,76.2,37.5,18,14.3,59.6,93.5,2021,72.2,Jeff Capel,Jim Larranaga
2021,12/16/2020,A,0,1,Duke,Notre Dame,"W, 75-65",75,62,8,0.129032258,31,60,0.516666667,5,5,1,13,17,9,DukeNotre Dame12-16,conf,ACC,ACC,8.47667,0.776357,121.6,91.7,120.4,58.3,12.8,31,8.3,104.3,56.1,19.3,11.1,22.4,96.2,2021,62.3,Mike Krzyzewski,Mike Brey
2021,12/15/2020,A,0,0,Clemson,Virginia Tech,"L, 66-60",60,67,13,0.194029851,19,50,0.38,12,14,0.857142857,24,1,9,ClemsonVirginia Tech12-15,conf,ACC,ACC,-5.45375,0.862998,95.6,92,89.3,48,19.3,13.3,28,98.2,46.6,25.3,25,70.5,61.1,2021,67.2,Brad Brownell,Mike Young
2021,12/15/2020,A,0,0,Georgia Tech,Florida St.,"L, 74-61",61,64,12,0.1875,22,51,0.431372549,12,15,0.8,17,3,15,Georgia TechFlorida St.12-15,conf,ACC,ACC,-6.04701,0.934863,106.5,99.9,94.8,48,18.6,21.4,29.4,115,60.8,20.2,29.2,31.4,67.6,2021,64.4,Josh Pastner,Leonard Hamilton
2021,12/12/2020,A,0,1,Syracuse,Boston College,"W, 101-63",101,77,17,0.220779221,37,63,0.587301587,11,12,0.916666667,14,48,11,SyracuseBoston College12-12,conf,ACC,ACC,16.021,0.567923,126,83.4,130,71.4,21.9,30.8,19,81.1,41.5,21.9,25.6,21.5,99.1,2021,77.7,Jim Boeheim,Jim Christian
2022,3/5/2022,A,0,0,Boston College,Georgia Tech,"L, 82-78",78,74,14,0.189189189,26,59,0.440677966,20,27,0.740740741,18,4,12,Boston CollegeGeorgia Tech3-5,conf,ACC,ACC,-4.5691,0.649843,109.4,111.6,104.5,49.2,18.8,27.8,45.8,109.9,65.1,20.1,17.9,41.5,44.2,2022,66.3,Earl Grant,Josh Pastner
2022,3/5/2022,A,0,1,Virginia,Louisville,"W, 71-61",71,60,10,0.166666667,25,49,0.510204082,14,18,0.777777778,16,20,18,VirginiaLouisville3-5,conf,ACC,ACC,7.47551,0.697511,125.5,98.4,118.1,58.2,16.6,30.8,36.7,101.5,47.3,20,33.3,21.8,94.2,2022,60.1,Tony Bennett,Chris Mack
2022,3/5/2022,A,0,1,Miami FL,Syracuse,"W, 75-72",75,68,10,0.147058824,29,56,0.517857143,14,18,0.777777778,15,5,13,Miami FLSyracuse3-5,conf,ACC,ACC,-6.75708,0.865816,108.9,94.7,109.9,54.5,14.7,21.4,32.1,105.5,42.5,16.1,33.3,38.3,83.2,2022,68.2,Jim Larranaga,Jim Boeheim
2022,3/5/2022,A,0,0,Virginia Tech,Clemson,"L, 63-59",59,61,13,0.213114754,19,51,0.37254902,12,13,0.923076923,16,9,6,Virginia TechClemson3-5,conf,ACC,ACC,-0.374167,0.823089,103,93.3,96.1,46.1,21.2,28.1,25.5,102.6,52.1,19.5,21.4,33.3,75.7,2022,61.4,Mike Young,Brad Brownell
2022,3/5/2022,A,0,0,North Carolina St.,Florida St.,"L, 89-76",76,69,8,0.115942029,23,59,0.389830508,19,26,0.730769231,15,0,6,North Carolina St.Florida St.3-5,conf,ACC,ACC,-8.31832,0.744251,115.5,123.8,109.9,48.3,11.6,27.5,44.1,128.7,58.1,11.6,32.3,33.9,31.1,2022,69.2,Kevin Keatts,Leonard Hamilton
2022,3/5/2022,A,0,0,Pittsburgh,Notre Dame,"L, 78-54",54,63,5,0.079365079,23,64,0.359375,5,7,0.714285714,16,2,5,PittsburghNotre Dame3-5,conf,ACC,ACC,-11.893,0.887645,93.3,108.2,85.1,38.3,7.9,22.5,10.9,122.9,70.8,20.5,18.2,29.2,15.3,2022,63.5,Jeff Capel,Mike Brey
2022,3/5/2022,A,1,1,North Carolina,Duke,"W, 94-81",94,74,5,0.067567568,33,68,0.485294118,19,22,0.863636364,14,14,9,North CarolinaDuke3-5,conf,ACC,ACC,0.121341,0.957875,130.9,93.2,126,55.1,6.7,23.5,32.4,108.5,54.3,12.1,21.6,11.6,98,2022,74.6,Hubert Davis,Mike Krzyzewski
2022,3/2/2022,A,0,0,Georgia Tech,Clemson,"L, 68-65",65,66,12,0.181818182,25,56,0.446428571,8,11,0.727272727,12,13,9,Georgia TechClemson3-2,conf,ACC,ACC,3.15125,0.823089,105.1,91.9,97.3,50.9,18,21.2,19.6,101.8,58.5,19.5,7.7,13.2,82.5,2022,66.8,Josh Pastner,Brad Brownell
2022,3/2/2022,A,0,0,Notre Dame,Florida St.,"L, 74-70",70,69,8,0.115942029,30,69,0.434782609,5,9,0.555555556,10,5,7,Notre DameFlorida St.3-2,conf,ACC,ACC,-2.04875,0.744251,107.1,102.7,101.4,47.1,11.6,28.6,13,107.2,50,13,31.6,11.8,61.9,2022,69,Mike Brey,Leonard Hamilton
2022,3/2/2022,A,0,1,Miami FL,Boston College,"W, 81-70",81,64,10,0.15625,31,55,0.563636364,9,12,0.75,12,19,9,Miami FLBoston College3-2,conf,ACC,ACC,11.6083,0.707676,136.1,102.7,126.2,65.5,15.6,28,21.8,109.1,55.4,18.7,32.3,25,96.2,2022,64.2,Jim Larranaga,Earl Grant
2022,3/2/2022,A,0,0,North Carolina St.,Wake Forest,"L, 101-76",76,71,8,0.112676056,25,62,0.403225806,14,21,0.666666667,19,1,9,North Carolina St.Wake Forest3-2,conf,ACC,ACC,-5.4439,0.887695,123.6,124,107,50,11.3,23.3,33.9,142.2,68.8,14.1,34.6,23.4,49.1,2022,71.1,Kevin Keatts,Steve Forbes
2022,3/1/2022,A,0,1,Duke,Pittsburgh,"W, 86-56",86,62,6,0.096774194,32,54,0.592592593,11,13,0.846153846,12,33,10,DukePittsburgh3-1,conf,ACC,ACC,13.676,0.512296,138.8,95.7,138.7,69.4,9.7,22.7,24.1,90.3,46.5,21,31.2,10.5,98.6,2022,62,Mike Krzyzewski,Jeff Capel
2022,3/1/2022,A,0,0,Louisville,Virginia Tech,"L, 75-43",43,61,18,0.295081967,17,47,0.361702128,3,7,0.428571429,13,2,4,LouisvilleVirginia Tech3-1,conf,ACC,ACC,-11.5972,0.926025,82.4,101.5,69.9,42.6,29.3,22.6,14.9,121.9,56.7,13,36.4,20,8.4,2022,61.5,Chris Mack,Mike Young
2022,2/28/2022,A,0,0,Syracuse,North Carolina,"L, 88-79",79,72,11,0.152777778,31,63,0.492063492,7,8,0.875,15,9,9,SyracuseNorth Carolina2-28,conf,ACC,ACC,0.470149,0.932649,124.5,103.8,108.7,57.1,15.1,15.2,12.7,121.1,50.7,11,39,28.2,89.1,2022,64.6,Jim Boeheim,Hubert Davis
2022,2/26/2022,A,0,1,North Carolina,North Carolina St.,"W, 84-74",84,70,16,0.228571429,29,56,0.517857143,21,23,0.913043478,16,25,16,North CarolinaNorth Carolina St.2-26,conf,ACC,ACC,13.897,0.692042,123.2,92.5,119.1,56.2,22.7,46.4,41.1,105,44.7,9.9,23.3,25.8,96.4,2022,70.5,Hubert Davis,Kevin Keatts
2022,2/26/2022,A,0,1,Clemson,Boston College,"W, 70-60",70,63,8,0.126984127,20,50,0.4,24,30,0.8,16,14,10,ClemsonBoston College2-26,conf,ACC,ACC,3.38019,0.707676,114.2,94.1,110.7,46,12.7,31.2,60,94.9,41.4,12.7,21.1,22.4,90.2,2022,63.2,Brad Brownell,Earl Grant
2022,2/26/2022,A,0,1,Virginia Tech,Miami FL,"W, 71-70",71,64,19,0.296875,29,51,0.568627451,6,6,1,15,9,9,Virginia TechMiami FL2-26,conf,ACC,ACC,-0.948333,0.88166,116.6,97.9,110.9,63.7,29.7,36.4,11.8,109.4,55.4,14.1,25.8,23.2,88.2,2022,64,Mike Young,Jim Larranaga
2022,2/26/2022,A,0,1,Florida St.,Virginia,"W, 64-63",64,61,12,0.196721311,27,57,0.473684211,6,12,0.5,15,2,10,Florida St.Virginia2-26,conf,ACC,ACC,-4.5325,0.844567,110.4,97.7,103.5,50.9,19.4,40.6,21.1,101.8,42.9,16.2,38.2,33.9,80.3,2022,61.9,Leonard Hamilton,Tony Bennett
2022,2/26/2022,A,0,0,Georgia Tech,Notre Dame,"L, 90-56",56,67,7,0.104477612,21,61,0.344262295,10,16,0.625,14,0,7,Georgia TechNotre Dame2-26,conf,ACC,ACC,-14.4464,0.887645,94,116.3,83.5,37.7,10.4,20,26.2,134.1,68.8,14.9,23.1,28.6,8,2022,67.1,Josh Pastner,Mike Brey
2022,2/26/2022,A,0,1,Duke,Syracuse,"W, 97-72",97,61,6,0.098360656,35,65,0.538461538,12,17,0.705882353,15,30,14,DukeSyracuse2-26,conf,ACC,ACC,18.4354,0.865816,163.9,99.9,157.9,65.4,9.8,53.1,26.2,117.2,53.4,11.4,32.3,16.9,99.7,2022,61.4,Mike Krzyzewski,Jim Boeheim
2022,2/26/2022,A,0,0,Louisville,Wake Forest,"L, 99-77",77,72,14,0.194444444,31,61,0.508196721,12,21,0.571428571,22,2,7,LouisvilleWake Forest2-26,conf,ACC,ACC,-12.967,0.887695,116.4,124.4,106.4,53.3,19.3,34.3,34.4,136.7,70,13.8,23.1,49.1,31.7,2022,72.4,Chris Mack,Steve Forbes
2022,2/23/2022,A,0,0,Syracuse,Notre Dame,"L, 79-69",69,68,7,0.102941176,26,57,0.456140351,11,15,0.733333333,18,4,9,SyracuseNotre Dame2-23,conf,ACC,ACC,-2.34502,0.887645,111.3,101.7,101.4,50.9,10.3,9.1,26.3,116.1,49.2,10.3,30.6,33.9,73.9,2022,68.1,Jim Boeheim,Mike Brey
2022,2/23/2022,A,0,1,Duke,Virginia,"W, 65-61",65,59,8,0.13559322,24,50,0.48,10,17,0.588235294,10,8,8,DukeVirginia2-23,conf,ACC,ACC,1.68,0.844567,118.5,97.1,109.4,55,13.5,19.4,34,102.6,50.9,10.1,18.2,14.5,90.9,2022,59.4,Mike Krzyzewski,Tony Bennett
2022,2/23/2022,A,0,1,Boston College,North Carolina St.,"W, 69-61",69,63,13,0.206349206,28,53,0.528301887,8,12,0.666666667,14,13,12,Boston CollegeNorth Carolina St.2-23,conf,ACC,ACC,5.7218,0.692042,108,87.9,108.2,57.5,20.4,28.6,22.6,95.7,50.9,28.2,37.5,14.8,91.4,2022,63.8,Earl Grant,Kevin Keatts
2022,2/23/2022,A,0,0,Wake Forest,Clemson,"L, 80-69",69,67,12,0.179104478,25,61,0.409836066,10,14,0.714285714,18,0,8,Wake ForestClemson2-23,conf,ACC,ACC,-5.20489,0.823089,109.2,108.7,102.5,48.4,17.8,35.1,23,118.8,61.1,16.3,20.7,35.2,51.2,2022,67.3,Steve Forbes,Brad Brownell
2022,2/23/2022,A,0,1,Virginia Tech,Georgia Tech,"W, 62-58",62,62,13,0.209677419,23,59,0.389830508,10,14,0.714285714,13,13,10,Virginia TechGeorgia Tech2-23,conf,ACC,ACC,-0.230833,0.649843,102.5,94.4,98.5,44.1,20.7,38.5,23.7,92.2,47.2,17.5,22.6,20.8,72,2022,62.9,Mike Young,Josh Pastner
2022,2/22/2022,A,0,1,Miami FL,Pittsburgh,"W, 85-64",85,70,12,0.171428571,32,58,0.551724138,12,16,0.75,17,30,9,Miami FLPittsburgh2-22,conf,ACC,ACC,13.6654,0.512296,123.6,91.7,120,62.9,16.9,20.7,27.6,90.3,52.9,28.2,29.4,32.7,96.9,2022,70.8,Jim Larranaga,Jeff Capel
2022,2/21/2022,A,0,0,Louisville,North Carolina,"L, 70-63",63,66,13,0.196969697,27,60,0.45,2,5,0.4,12,4,7,LouisvilleNorth Carolina2-21,conf,ACC,ACC,-1.11762,0.932649,107.8,91.3,95.1,50.8,19.6,25.7,8.3,105.6,55.7,19.6,22.2,24.5,87.1,2022,66.3,Chris Mack,Hubert Davis
2022,2/21/2022,A,0,0,Florida St.,Boston College,"L, 71-55",55,66,19,0.287878788,19,56,0.339285714,13,15,0.866666667,11,0,5,Florida St.Boston College2-21,conf,ACC,ACC,-11.3071,0.707676,85.4,104.4,82.4,37.5,28.5,39.5,26.8,106.4,57.8,27,40,8.6,9,2022,66.8,Leonard Hamilton,Earl Grant
2022,2/21/2022,A,0,0,Georgia Tech,Syracuse,"L, 74-73",73,73,14,0.191780822,26,66,0.393939394,12,17,0.705882353,16,9,9,Georgia TechSyracuse2-21,conf,ACC,ACC,-0.0985185,0.865816,101.5,87,99,46.2,19,32.6,25.8,100.3,39.7,5.4,26.9,30.1,85.6,2022,65.6,Josh Pastner,Jim Boeheim
2022,2/19/2022,A,0,0,Boston College,Syracuse,"L, 76-56",56,70,15,0.214285714,23,66,0.348484848,5,6,0.833333333,11,0,10,Boston CollegeSyracuse2-19,conf,ACC,ACC,-12.0299,0.865816,81.3,93.6,79.4,38.6,21.3,32.6,9.1,107.7,59.3,18.4,18.8,18.6,16.6,2022,70.5,Earl Grant,Jim Boeheim
2022,2/19/2022,A,0,0,Notre Dame,Wake Forest,"L, 79-74",74,71,15,0.211267606,24,51,0.470588235,12,14,0.857142857,17,12,12,Notre DameWake Forest2-19,conf,ACC,ACC,1.69375,0.887695,115.5,98.3,103.3,60.8,20.9,6.9,27.5,110.3,45.7,15.4,39,22.9,86.3,2022,71.6,Mike Brey,Steve Forbes
2022,2/19/2022,A,0,0,Clemson,Louisville,"L, 70-61",61,64,12,0.1875,25,58,0.431034483,2,4,0.5,16,3,7,ClemsonLouisville2-19,conf,ACC,ACC,-3.3545,0.697511,101.6,105.3,94.9,50.9,18.7,20,6.9,108.9,52.6,12.4,23.5,24.6,40,2022,64.3,Brad Brownell,Chris Mack
2022,2/19/2022,A,0,1,North Carolina,Virginia Tech,"W, 65-57",65,66,15,0.227272727,22,49,0.448979592,13,15,0.866666667,11,14,9,North CarolinaVirginia Tech2-19,conf,ACC,ACC,4.36115,0.926025,106,75.2,97.8,53.1,22.6,18.5,30.6,85.7,41.4,13.5,21.4,9.4,98.1,2022,66.5,Hubert Davis,Mike Young
2022,2/19/2022,A,0,1,Virginia,Miami FL,"W, 74-71",74,66,11,0.166666667,25,51,0.490196078,19,25,0.76,15,9,11,VirginiaMiami FL2-19,conf,ACC,ACC,-0.121667,0.88166,117.2,96.7,112,53.9,16.6,26.7,49,107.5,46.3,9.1,28.2,13.4,90.1,2022,66.1,Tony Bennett,Jim Larranaga
2022,2/19/2022,A,1,0,Florida St.,Duke,"L, 88-70",70,66,11,0.166666667,28,56,0.5,8,13,0.615384615,15,4,7,Florida St.Duke2-19,conf,ACC,ACC,-6.81801,0.957875,116.5,106.4,105.1,55.4,16.5,18.8,23.2,132.1,60.5,16.5,46.9,27.4,74,2022,66.6,Leonard Hamilton,Mike Krzyzewski
2022,2/19/2022,A,0,1,Georgia Tech,Pittsburgh,"W, 68-62",68,65,11,0.169230769,26,56,0.464285714,10,11,0.909090909,20,18,9,Georgia TechPittsburgh2-19,conf,ACC,ACC,6.90083,0.512296,109,94.6,104,51.8,16.8,25.8,19.6,94.9,46.1,24.5,30.3,39.2,83.6,2022,65.4,Josh Pastner,Jeff Capel
2022,2/16/2022,A,0,1,Miami FL,Louisville,"W, 70-63",70,67,10,0.149253731,28,61,0.459016393,7,9,0.777777778,10,12,13,Miami FLLouisville2-16,conf,ACC,ACC,6.65083,0.697511,110.2,89.3,103,51.6,14.7,23.5,14.8,92.7,44.4,14.7,25,19,91.8,2022,68,Jim Larranaga,Chris Mack
2022,2/16/2022,A,0,0,Boston College,Notre Dame,"L, 99-95",95,77,11,0.142857143,36,64,0.5625,13,18,0.722222222,27,5,8,Boston CollegeNotre Dame2-16,conf,ACC,ACC,-1.38,0.887645,132,113.8,122.5,64.1,14.2,18.8,28.1,127.7,55.9,12.9,32.3,66.1,84.6,2022,68.9,Earl Grant,Mike Brey
2022,2/16/2022,A,0,1,Pittsburgh,North Carolina,"W, 76-67",76,68,18,0.264705882,24,47,0.510638298,18,20,0.9,16,21,12,PittsburghNorth Carolina2-16,conf,ACC,ACC,10.1686,0.932649,126.4,83.6,110.9,61.7,26.3,21.7,42.6,97.7,47.4,19,32.4,27.6,99.1,2022,68.6,Jeff Capel,Hubert Davis
2022,2/15/2022,A,1,0,Wake Forest,Duke,"L, 76-74",74,70,11,0.157142857,27,65,0.415384615,8,10,0.8,16,3,9,Wake ForestDuke2-15,conf,ACC,ACC,-7.26667,0.957875,108.6,91.4,104.4,50.8,15.5,27,15.4,107.2,49.2,15.5,26.3,31.1,87.9,2022,70.9,Steve Forbes,Mike Krzyzewski
2022,2/15/2022,A,0,0,Clemson,Florida St.,"L, 81-80",80,70,10,0.142857143,22,57,0.385964912,30,36,0.833333333,24,7,8,ClemsonFlorida St.2-15,conf,ACC,ACC,-1.12833,0.744251,119.8,111.2,114,43.9,14.3,38.9,63.2,115.4,50.9,11.4,20.6,54.5,70.2,2022,70.2,Brad Brownell,Leonard Hamilton
2022,2/15/2022,A,0,1,North Carolina St.,Georgia Tech,"W, 76-61",76,71,13,0.183098592,26,62,0.419354839,13,18,0.722222222,12,30,10,North Carolina St.Georgia Tech2-15,conf,ACC,ACC,18.3681,0.649843,119,80,106.5,50.8,18.2,30.6,29,85.4,41.4,15.4,23.3,17.2,99,2022,71.4,Kevin Keatts,Josh Pastner
2022,2/14/2022,A,0,0,Virginia,Virginia Tech,"L, 62-53",53,58,10,0.172413793,22,55,0.4,9,12,0.75,18,5,6,VirginiaVirginia Tech2-14,conf,ACC,ACC,-1.18768,0.926025,101.7,89.2,90.1,40,17,33.3,21.8,105.4,48.9,10.2,15.4,45.7,81.8,2022,58.8,Tony Bennett,Mike Young
2022,2/12/2022,A,0,0,Florida St.,North Carolina,"L, 94-74",74,75,13,0.173333333,26,67,0.388059701,13,20,0.65,15,0,9,Florida St.North Carolina2-12,conf,ACC,ACC,-25.27,0.932649,100.3,117,98.2,45.5,17.3,35.7,29.9,124.8,64.2,21.2,40.6,19.4,14.5,2022,75.3,Leonard Hamilton,Hubert Davis
2022,2/12/2022,A,0,1,Miami FL,Wake Forest,"W, 76-72",76,68,7,0.102941176,30,58,0.517241379,9,14,0.642857143,17,5,10,Miami FLWake Forest2-12,conf,ACC,ACC,-2.94875,0.887695,118,98,110.7,57.8,10.2,12.9,24.1,104.8,63.7,24.8,14.8,23.5,89.5,2022,68.7,Jim Larranaga,Steve Forbes
2022,2/12/2022,A,0,0,North Carolina St.,Pittsburgh,"L, 71-69",69,66,9,0.136363636,23,58,0.396551724,14,16,0.875,18,7,8,North Carolina St.Pittsburgh2-12,conf,ACC,ACC,-0.4725,0.512296,106.6,108.1,103.4,47.4,13.5,18.9,27.6,106.4,43.6,21,45.5,45.5,45.8,2022,66.7,Kevin Keatts,Jeff Capel
2022,2/12/2022,A,0,0,Georgia Tech,Virginia,"L, 63-53",53,59,15,0.254237288,21,46,0.456521739,7,10,0.7,19,0,11,Georgia TechVirginia2-12,conf,ACC,ACC,-8.13834,0.844567,94.8,100.5,88.6,50,25.1,19.2,21.7,105.3,42.9,16.7,36.7,46.9,34.1,2022,59.8,Josh Pastner,Tony Bennett
2022,2/12/2022,A,0,1,Duke,Boston College,"W, 72-61",72,65,13,0.2,26,56,0.464285714,13,17,0.764705882,16,21,11,DukeBoston College2-12,conf,ACC,ACC,6.67719,0.707676,115.2,90.4,109.8,52.7,19.8,39.4,30.4,93,41.1,13.7,28.2,24.2,94.2,2022,65.6,Mike Krzyzewski,Earl Grant
2022,2/12/2022,A,0,0,Syracuse,Virginia Tech,"L, 71-59",59,65,11,0.169230769,24,64,0.375,1,4,0.25,18,3,9,SyracuseVirginia Tech2-12,conf,ACC,ACC,-4.0479,0.926025,99.9,92.1,89.5,45.3,16.7,23.8,6.2,107.7,45,6.1,22.5,35,71.6,2022,65.9,Jim Boeheim,Mike Young
2022,2/12/2022,A,0,1,Notre Dame,Clemson,"W, 76-61",76,62,7,0.112903226,29,55,0.527272727,5,10,0.5,7,17,10,Notre DameClemson2-12,conf,ACC,ACC,10.8306,0.823089,129.4,88.9,121.5,64.5,11.2,14.3,18.2,97.5,46.7,8,16.7,8.2,98.7,2022,62.6,Mike Brey,Brad Brownell
2022,2/10/2022,A,0,1,Duke,Clemson,"W, 82-64",82,67,7,0.104477612,31,63,0.492063492,11,15,0.733333333,18,22,10,DukeClemson2-10,conf,ACC,ACC,9.10877,0.823089,126.7,88.6,121.4,56.3,10.4,25.7,23.8,94.7,42.2,8.9,17.5,36.2,98.4,2022,67.6,Mike Krzyzewski,Brad Brownell
2022,2/9/2022,A,0,1,Wake Forest,North Carolina St.,"W, 69-51",69,65,12,0.184615385,27,50,0.54,6,13,0.461538462,16,18,16,Wake ForestNorth Carolina St.2-9,conf,ACC,ACC,3.78792,0.692042,99.4,76.4,105.1,63,18.3,11.1,26,77.7,34.7,16.8,25.6,25.4,95.4,2022,65.7,Steve Forbes,Kevin Keatts
2022,2/9/2022,A,0,0,Louisville,Notre Dame,"L, 63-57",57,63,9,0.142857143,25,65,0.384615385,2,3,0.666666667,15,5,7,LouisvilleNotre Dame2-9,conf,ACC,ACC,-5.84958,0.887645,94.8,90.5,90,42.3,14.2,26.8,4.6,99.5,50,14.2,23.5,23.6,63.1,2022,63.3,Chris Mack,Mike Brey
2022,2/9/2022,A,0,0,Georgia Tech,Miami FL,"L, 79-70",70,72,18,0.25,26,55,0.472727273,11,14,0.785714286,27,14,9,Georgia TechMiami FL2-9,conf,ACC,ACC,0.87226,0.88166,106.9,94.3,97.2,53.6,25,24.1,25.5,109.7,52.7,16.7,26.5,46.4,80.9,2022,72,Josh Pastner,Jim Larranaga
2022,2/9/2022,A,0,1,Pittsburgh,Florida St.,"W, 56-51",56,65,11,0.169230769,18,54,0.333333333,12,24,0.5,16,8,6,PittsburghFlorida St.2-9,conf,ACC,ACC,3.09,0.744251,89.5,74.2,84.9,40.7,16.7,27.9,44.4,77.3,34.8,19.7,25.6,32.1,89.6,2022,66,Jeff Capel,Leonard Hamilton
2022,2/8/2022,A,0,1,North Carolina,Clemson,"W, 79-77",79,71,13,0.183098592,29,58,0.5,13,17,0.764705882,17,9,8,North CarolinaClemson2-8,conf,ACC,ACC,-1.27917,0.823089,116.1,101.1,111.2,56.9,18.3,30,29.3,108.4,50.9,15.5,18.8,36.8,83,2022,71,Hubert Davis,Brad Brownell
2022,2/8/2022,A,0,1,Syracuse,Boston College,"W, 73-64",73,70,10,0.142857143,24,61,0.393442623,14,16,0.875,14,15,6,SyracuseBoston College2-8,conf,ACC,ACC,8.5146,0.707676,111.1,86.7,104,48.4,14.2,24.3,26.2,91.1,41.7,14.2,31.1,8.3,94.6,2022,70.2,Jim Boeheim,Earl Grant
